area_fips,county,state,population,pct_uninsured_total,pct_uninsured_138_400_poverty,pct_uninsured_age_50_up,september_employment_selected_industries,total_qtrly_wages_selected_industries,september_employment_all_industries,total_qtrly_wages_all_industries,september_jobs_per_thousand_selected_industries,total_qtrly_wages_lc_selected_industries,september_employment_lq_selected_industries,total_qtrly_wages_lq_selected_industries
54041,Lewis County,West Virginia,16276,7.3,7.8,6.4,796,3647799,6222,73478953,128,0.05,1.03,0.78
54055,Mercer County,West Virginia,60486,7.7,8.3,7,2407,10718990,18814,178301182,128,0.06,1.03,0.95
56017,Hot Springs County,Wyoming,4680,13.6,14.9,13.6,264,1259495,1849,18352967,143,0.07,1.15,1.08
56019,Johnson County,Wyoming,8515,15,17.9,13.9,614,3228396,3337,31836651,184,0.1,1.48,1.6
01063,Greene County,Alabama,8426,11.4,9.7,10.6,318,1826876,1776,15045638,179,0.12,1.44,1.92
06043,Mariposa County,California,17540,8,8.9,7,1860,15908630,6005,63370455,310,0.25,2.5,3.96
06105,Trinity County,California,12862,8.7,9,8.3,365,1986187,2867,29648934,127,0.07,1.03,1.06
08047,Gilpin County,Colorado,5924,4.3,6.1,3.9,3773,43513033,4605,54345547,819,0.8,6.6,12.63
08071,Las Animas County,Colorado,14179,12.2,13.3,10.7,634,3298766,5055,49112836,125,0.07,1.01,1.06
08079,Mineral County,Colorado,823,9.9,11.6,8.7,250,2310983,525,4376691,476,0.53,3.84,8.33
13241,Rabun County,Georgia,16457,21.3,20.5,18,1090,6183025,5518,43995174,198,0.14,1.59,2.22
16007,Bear Lake County,Idaho,5962,10.2,10.3,11.8,229,723194,1746,13345266,131,0.05,1.06,0.85
21081,Grant County,Kentucky,24915,6.1,6.6,4.8,877,3535802,4941,46628617,177,0.08,1.43,1.2
29085,Hickory County,Missouri,9368,16.4,14.7,15.2,209,698802,1353,8785750,154,0.08,1.24,1.25
29153,Ozark County,Missouri,9236,16.7,14.5,15.4,273,1277956,1497,8796239,182,0.15,1.47,2.29
30001,Beaverhead County,Montana,9393,11.7,12.2,10.8,583,2374999,3942,36769952,148,0.06,1.19,1.02
30035,Glacier County,Montana,13699,19.9,20.1,21,562,4129175,4433,43659802,127,0.09,1.02,1.49
30059,Meagher County,Montana,1968,11.6,11.5,11.2,154,684399,624,5103428,247,0.13,1.99,2.12
30109,Wibaux County,Montana,1175,11.5,12.9,9.8,52,138310,256,2328453,203,0.06,1.64,0.94
35007,Colfax County,New Mexico,12353,9.1,8.6,8.3,957,6246194,4250,39860380,225,0.16,1.81,2.47
37149,Polk County,North Carolina,20458,14.3,14.7,11.5,829,4587838,5069,41199832,164,0.11,1.32,1.76
46047,Fall River County,South Dakota,6774,11,12,9.7,332,1478808,2448,23495112,136,0.06,1.09,0.99
46085,Lyman County,South Dakota,3869,18.7,19.1,16.6,304,1460489,1401,10823466,217,0.13,1.75,2.13
47027,Clay County,Tennessee,7686,14.6,12.9,17.3,183,892614,1395,9584140,131,0.09,1.06,1.47
47137,Pickett County,Tennessee,5088,12,11.5,12,198,939817,1093,7522444,181,0.12,1.46,1.97
48075,Childress County,Texas,7226,20.4,21.2,18.4,354,1319179,2525,24639363,140,0.05,1.13,0.84
48299,Llano County,Texas,20640,20.7,23.3,17.3,1504,11185399,4903,47634638,307,0.23,2.47,3.7
49025,Kane County,Utah,7350,9.6,10.1,8.9,1441,10137712,3849,33463243,374,0.3,3.02,4.78
51125,Nelson County,Virginia,14812,13.3,14.7,12.2,667,4492441,4005,36443135,167,0.12,1.34,1.94
54093,Tucker County,West Virginia,7027,7.7,8.3,7.5,475,1823870,2578,22128041,184,0.08,1.48,1.3
